annee;faits;codgeo;type_insecurite
18;326;68224;Coups et blessures volontaires intrafamiliaux
19;396;68224;Coups et blessures volontaires intrafamiliaux
20;459;68224;Coups et blessures volontaires intrafamiliaux
21;490;68224;Coups et blessures volontaires intrafamiliaux
18;963;69123;Coups et blessures volontaires intrafamiliaux
19;1028;69123;Coups et blessures volontaires intrafamiliaux
20;1068;69123;Coups et blessures volontaires intrafamiliaux
21;1306;69123;Coups et blessures volontaires intrafamiliaux
18;203;69259;Coups et blessures volontaires intrafamiliaux
19;278;69259;Coups et blessures volontaires intrafamiliaux
20;239;69259;Coups et blessures volontaires intrafamiliaux
21;272;69259;Coups et blessures volontaires intrafamiliaux
18;286;69266;Coups et blessures volontaires intrafamiliaux
19;405;69266;Coups et blessures volontaires intrafamiliaux
20;418;69266;Coups et blessures volontaires intrafamiliaux
21;552;69266;Coups et blessures volontaires intrafamiliaux
18;277;72181;Coups et blessures volontaires intrafamiliaux
19;341;72181;Coups et blessures volontaires intrafamiliaux
20;377;72181;Coups et blessures volontaires intrafamiliaux
21;512;72181;Coups et blessures volontaires intrafamiliaux
18;127;73065;Coups et blessures volontaires intrafamiliaux
19;118;73065;Coups et blessures volontaires intrafamiliaux
20;142;73065;Coups et blessures volontaires intrafamiliaux
21;165;73065;Coups et blessures volontaires intrafamiliaux
18;188;74010;Coups et blessures volontaires intrafamiliaux
19;207;74010;Coups et blessures volontaires intrafamiliaux
20;234;74010;Coups et blessures volontaires intrafamiliaux
21;256;74010;Coups et blessures volontaires intrafamiliaux
18;3340;75056;Coups et blessures volontaires intrafamiliaux
19;3708;75056;Coups et blessures volontaires intrafamiliaux
20;3619;75056;Coups et blessures volontaires intrafamiliaux
21;4204;75056;Coups et blessures volontaires intrafamiliaux
18;381;76351;Coups et blessures volontaires intrafamiliaux
19;327;76351;Coups et blessures volontaires intrafamiliaux
20;359;76351;Coups et blessures volontaires intrafamiliaux
21;468;76351;Coups et blessures volontaires intrafamiliaux
18;218;76540;Coups et blessures volontaires intrafamiliaux
19;228;76540;Coups et blessures volontaires intrafamiliaux
20;291;76540;Coups et blessures volontaires intrafamiliaux
21;314;76540;Coups et blessures volontaires intrafamiliaux
18;102;78586;Coups et blessures volontaires intrafamiliaux
19;120;78586;Coups et blessures volontaires intrafamiliaux
20;148;78586;Coups et blessures volontaires intrafamiliaux
21;123;78586;Coups et blessures volontaires intrafamiliaux
18;145;78646;Coups et blessures volontaires intrafamiliaux
19;142;78646;Coups et blessures volontaires intrafamiliaux
20;163;78646;Coups et blessures volontaires intrafamiliaux
21;186;78646;Coups et blessures volontaires intrafamiliaux
18;89;79191;Coups et blessures volontaires intrafamiliaux
19;114;79191;Coups et blessures volontaires intrafamiliaux
20;144;79191;Coups et blessures volontaires intrafamiliaux
21;142;79191;Coups et blessures volontaires intrafamiliaux
18;408;80021;Coups et blessures volontaires intrafamiliaux
19;461;80021;Coups et blessures volontaires intrafamiliaux
20;447;80021;Coups et blessures volontaires intrafamiliaux
21;481;80021;Coups et blessures volontaires intrafamiliaux
18;118;82121;Coups et blessures volontaires intrafamiliaux
19;106;82121;Coups et blessures volontaires intrafamiliaux
20;137;82121;Coups et blessures volontaires intrafamiliaux
21;139;82121;Coups et blessures volontaires intrafamiliaux
18;112;83069;Coups et blessures volontaires intrafamiliaux
19;119;83069;Coups et blessures volontaires intrafamiliaux
20;150;83069;Coups et blessures volontaires intrafamiliaux
21;154;83069;Coups et blessures volontaires intrafamiliaux
18;169;83126;Coups et blessures volontaires intrafamiliaux
19;157;83126;Coups et blessures volontaires intrafamiliaux
20;203;83126;Coups et blessures volontaires intrafamiliaux
21;209;83126;Coups et blessures volontaires intrafamiliaux
18;452;83137;Coups et blessures volontaires intrafamiliaux
19;509;83137;Coups et blessures volontaires intrafamiliaux
20;486;83137;Coups et blessures volontaires intrafamiliaux
21;626;83137;Coups et blessures volontaires intrafamiliaux
18;243;84007;Coups et blessures volontaires intrafamiliaux
19;244;84007;Coups et blessures volontaires intrafamiliaux
20;215;84007;Coups et blessures volontaires intrafamiliaux
21;282;84007;Coups et blessures volontaires intrafamiliaux
18;184;86194;Coups et blessures volontaires intrafamiliaux
19;199;86194;Coups et blessures volontaires intrafamiliaux
20;161;86194;Coups et blessures volontaires intrafamiliaux
21;205;86194;Coups et blessures volontaires intrafamiliaux
18;208;87085;Coups et blessures volontaires intrafamiliaux
19;235;87085;Coups et blessures volontaires intrafamiliaux
20;215;87085;Coups et blessures volontaires intrafamiliaux
21;311;87085;Coups et blessures volontaires intrafamiliaux
18;99;92002;Coups et blessures volontaires intrafamiliaux
19;99;92002;Coups et blessures volontaires intrafamiliaux
20;107;92002;Coups et blessures volontaires intrafamiliaux
21;100;92002;Coups et blessures volontaires intrafamiliaux
18;205;92004;Coups et blessures volontaires intrafamiliaux
19;199;92004;Coups et blessures volontaires intrafamiliaux
20;163;92004;Coups et blessures volontaires intrafamiliaux
21;181;92004;Coups et blessures volontaires intrafamiliaux
18;116;92012;Coups et blessures volontaires intrafamiliaux
19;127;92012;Coups et blessures volontaires intrafamiliaux
20;156;92012;Coups et blessures volontaires intrafamiliaux
21;237;92012;Coups et blessures volontaires intrafamiliaux
18;137;92024;Coups et blessures volontaires intrafamiliaux
19;173;92024;Coups et blessures volontaires intrafamiliaux
20;205;92024;Coups et blessures volontaires intrafamiliaux
21;223;92024;Coups et blessures volontaires intrafamiliaux
18;161;92025;Coups et blessures volontaires intrafamiliaux
19;194;92025;Coups et blessures volontaires intrafamiliaux
20;171;92025;Coups et blessures volontaires intrafamiliaux
21;255;92025;Coups et blessures volontaires intrafamiliaux
18;121;92026;Coups et blessures volontaires intrafamiliaux
19;188;92026;Coups et blessures volontaires intrafamiliaux
20;230;92026;Coups et blessures volontaires intrafamiliaux
21;186;92026;Coups et blessures volontaires intrafamiliaux
18;53;92040;Coups et blessures volontaires intrafamiliaux
19;88;92040;Coups et blessures volontaires intrafamiliaux
20;101;92040;Coups et blessures volontaires intrafamiliaux
21;94;92040;Coups et blessures volontaires intrafamiliaux
18;91;92044;Coups et blessures volontaires intrafamiliaux
19;115;92044;Coups et blessures volontaires intrafamiliaux
20;170;92044;Coups et blessures volontaires intrafamiliaux
21;176;92044;Coups et blessures volontaires intrafamiliaux
18;239;92050;Coups et blessures volontaires intrafamiliaux
19;337;92050;Coups et blessures volontaires intrafamiliaux
20;324;92050;Coups et blessures volontaires intrafamiliaux
21;355;92050;Coups et blessures volontaires intrafamiliaux
18;96;92051;Coups et blessures volontaires intrafamiliaux
19;92;92051;Coups et blessures volontaires intrafamiliaux
20;120;92051;Coups et blessures volontaires intrafamiliaux
21;114;92051;Coups et blessures volontaires intrafamiliaux
18;120;92063;Coups et blessures volontaires intrafamiliaux
19;145;92063;Coups et blessures volontaires intrafamiliaux
20;158;92063;Coups et blessures volontaires intrafamiliaux
21;157;92063;Coups et blessures volontaires intrafamiliaux
18;209;93001;Coups et blessures volontaires intrafamiliaux
19;263;93001;Coups et blessures volontaires intrafamiliaux
20;247;93001;Coups et blessures volontaires intrafamiliaux
21;274;93001;Coups et blessures volontaires intrafamiliaux
18;252;93005;Coups et blessures volontaires intrafamiliaux
19;284;93005;Coups et blessures volontaires intrafamiliaux
20;311;93005;Coups et blessures volontaires intrafamiliaux
21;284;93005;Coups et blessures volontaires intrafamiliaux
18;222;93029;Coups et blessures volontaires intrafamiliaux
19;258;93029;Coups et blessures volontaires intrafamiliaux
20;279;93029;Coups et blessures volontaires intrafamiliaux
21;264;93029;Coups et blessures volontaires intrafamiliaux
18;255;93048;Coups et blessures volontaires intrafamiliaux
19;312;93048;Coups et blessures volontaires intrafamiliaux
20;301;93048;Coups et blessures volontaires intrafamiliaux
21;315;93048;Coups et blessures volontaires intrafamiliaux
18;153;93051;Coups et blessures volontaires intrafamiliaux
19;184;93051;Coups et blessures volontaires intrafamiliaux
20;219;93051;Coups et blessures volontaires intrafamiliaux
21;206;93051;Coups et blessures volontaires intrafamiliaux
18;405;93066;Coups et blessures volontaires intrafamiliaux
19;464;93066;Coups et blessures volontaires intrafamiliaux
20;461;93066;Coups et blessures volontaires intrafamiliaux
21;533;93066;Coups et blessures volontaires intrafamiliaux
18;171;94017;Coups et blessures volontaires intrafamiliaux
19;214;94017;Coups et blessures volontaires intrafamiliaux
20;221;94017;Coups et blessures volontaires intrafamiliaux
21;292;94017;Coups et blessures volontaires intrafamiliaux
18;226;94028;Coups et blessures volontaires intrafamiliaux
19;266;94028;Coups et blessures volontaires intrafamiliaux
20;280;94028;Coups et blessures volontaires intrafamiliaux
21;351;94028;Coups et blessures volontaires intrafamiliaux
18;91;94033;Coups et blessures volontaires intrafamiliaux
19;130;94033;Coups et blessures volontaires intrafamiliaux
20;123;94033;Coups et blessures volontaires intrafamiliaux
21;135;94033;Coups et blessures volontaires intrafamiliaux
18;157;94041;Coups et blessures volontaires intrafamiliaux
19;148;94041;Coups et blessures volontaires intrafamiliaux
20;165;94041;Coups et blessures volontaires intrafamiliaux
21;196;94041;Coups et blessures volontaires intrafamiliaux
18;101;94046;Coups et blessures volontaires intrafamiliaux
19;110;94046;Coups et blessures volontaires intrafamiliaux
20;123;94046;Coups et blessures volontaires intrafamiliaux
21;131;94046;Coups et blessures volontaires intrafamiliaux
18;129;94068;Coups et blessures volontaires intrafamiliaux
19;125;94068;Coups et blessures volontaires intrafamiliaux
20;125;94068;Coups et blessures volontaires intrafamiliaux
21;138;94068;Coups et blessures volontaires intrafamiliaux
18;217;94081;Coups et blessures volontaires intrafamiliaux
19;235;94081;Coups et blessures volontaires intrafamiliaux
20;238;94081;Coups et blessures volontaires intrafamiliaux
21;245;94081;Coups et blessures volontaires intrafamiliaux
18;278;95018;Coups et blessures volontaires intrafamiliaux
19;281;95018;Coups et blessures volontaires intrafamiliaux
20;387;95018;Coups et blessures volontaires intrafamiliaux
21;454;95018;Coups et blessures volontaires intrafamiliaux
18;139;95127;Coups et blessures volontaires intrafamiliaux
19;181;95127;Coups et blessures volontaires intrafamiliaux
20;177;95127;Coups et blessures volontaires intrafamiliaux
21;192;95127;Coups et blessures volontaires intrafamiliaux
18;150;95585;Coups et blessures volontaires intrafamiliaux
19;145;95585;Coups et blessures volontaires intrafamiliaux
20;150;95585;Coups et blessures volontaires intrafamiliaux
21;239;95585;Coups et blessures volontaires intrafamiliaux
18;81;2691;Violences sexuelles
19;67;2691;Violences sexuelles
20;71;2691;Violences sexuelles
21;81;2691;Violences sexuelles
18;42;6004;Violences sexuelles
19;34;6004;Violences sexuelles
20;60;6004;Violences sexuelles
21;60;6004;Violences sexuelles
18;48;6029;Violences sexuelles
19;71;6029;Violences sexuelles
20;101;6029;Violences sexuelles
21;95;6029;Violences sexuelles
18;244;6088;Violences sexuelles
19;306;6088;Violences sexuelles
20;320;6088;Violences sexuelles
21;409;6088;Violences sexuelles
18;83;10387;Violences sexuelles
19;95;10387;Violences sexuelles
20;92;10387;Violences sexuelles
21;88;10387;Violences sexuelles
18;101;13001;Violences sexuelles
19;154;13001;Violences sexuelles
20;120;13001;Violences sexuelles
21;190;13001;Violences sexuelles
18;49;13004;Violences sexuelles
19;45;13004;Violences sexuelles
20;44;13004;Violences sexuelles
21;67;13004;Violences sexuelles
18;795;13055;Violences sexuelles
19;820;13055;Violences sexuelles
20;823;13055;Violences sexuelles
21;1018;13055;Violences sexuelles
18;147;14118;Violences sexuelles
19;164;14118;Violences sexuelles
20;179;14118;Violences sexuelles
21;226;14118;Violences sexuelles
18;74;17300;Violences sexuelles
19;110;17300;Violences sexuelles
20;90;17300;Violences sexuelles
21;148;17300;Violences sexuelles
18;57;18033;Violences sexuelles
19;71;18033;Violences sexuelles
20;63;18033;Violences sexuelles
21;96;18033;Violences sexuelles
18;139;21231;Violences sexuelles
19;147;21231;Violences sexuelles
20;160;21231;Violences sexuelles
21;241;21231;Violences sexuelles
18;146;25056;Violences sexuelles
19;122;25056;Violences sexuelles
20;167;25056;Violences sexuelles
21;171;25056;Violences sexuelles
18;75;26362;Violences sexuelles
19;70;26362;Violences sexuelles
20;51;26362;Violences sexuelles
21;109;26362;Violences sexuelles
18;150;29019;Violences sexuelles
19;163;29019;Violences sexuelles
20;165;29019;Violences sexuelles
21;220;29019;Violences sexuelles
18;62;29232;Violences sexuelles
19;59;29232;Violences sexuelles
20;86;29232;Violences sexuelles
21;131;29232;Violences sexuelles
18;47;2A004;Violences sexuelles
19;43;2A004;Violences sexuelles
20;47;2A004;Violences sexuelles
21;42;2A004;Violences sexuelles
18;115;30189;Violences sexuelles
19;136;30189;Violences sexuelles
20;137;30189;Violences sexuelles
21;196;30189;Violences sexuelles
18;487;31555;Violences sexuelles
19;564;31555;Violences sexuelles
20;497;31555;Violences sexuelles
21;758;31555;Violences sexuelles
18;338;33063;Violences sexuelles
19;381;33063;Violences sexuelles
20;375;33063;Violences sexuelles
21;491;33063;Violences sexuelles
18;56;33281;Violences sexuelles
19;42;33281;Violences sexuelles
20;55;33281;Violences sexuelles
21;62;33281;Violences sexuelles
18;34;33318;Violences sexuelles
19;40;33318;Violences sexuelles
20;36;33318;Violences sexuelles
21;84;33318;Violences sexuelles
18;77;34032;Violences sexuelles
19;75;34032;Violences sexuelles
20;68;34032;Violences sexuelles
21;101;34032;Violences sexuelles
18;263;34172;Violences sexuelles
19;293;34172;Violences sexuelles
20;284;34172;Violences sexuelles
21;415;34172;Violences sexuelles
18;243;35238;Violences sexuelles
19;225;35238;Violences sexuelles
20;267;35238;Violences sexuelles
21;351;35238;Violences sexuelles
18;149;37261;Violences sexuelles
19;160;37261;Violences sexuelles
20;163;37261;Violences sexuelles
21;236;37261;Violences sexuelles
18;157;38185;Violences sexuelles
19;166;38185;Violences sexuelles
20;197;38185;Violences sexuelles
21;220;38185;Violences sexuelles
18;112;42218;Violences sexuelles
19;132;42218;Violences sexuelles
20;132;42218;Violences sexuelles
21;182;42218;Violences sexuelles
18;374;44109;Violences sexuelles
19;437;44109;Violences sexuelles
20;413;44109;Violences sexuelles
21;560;44109;Violences sexuelles
18;67;44184;Violences sexuelles
19;82;44184;Violences sexuelles
20;70;44184;Violences sexuelles
21;111;44184;Violences sexuelles
18;147;45234;Violences sexuelles
19;166;45234;Violences sexuelles
20;189;45234;Violences sexuelles
21;222;45234;Violences sexuelles
18;190;49007;Violences sexuelles
19;207;49007;Violences sexuelles
20;196;49007;Violences sexuelles
21;296;49007;Violences sexuelles
18;62;49099;Violences sexuelles
19;75;49099;Violences sexuelles
20;82;49099;Violences sexuelles
21;76;49099;Violences sexuelles
18;163;51454;Violences sexuelles
19;181;51454;Violences sexuelles
20;161;51454;Violences sexuelles
21;253;51454;Violences sexuelles
18;120;54395;Violences sexuelles
19;143;54395;Violences sexuelles
20;150;54395;Violences sexuelles
21;199;54395;Violences sexuelles
18;83;56121;Violences sexuelles
19;73;56121;Violences sexuelles
20;125;56121;Violences sexuelles
21;134;56121;Violences sexuelles
18;75;56260;Violences sexuelles
19;139;56260;Violences sexuelles
20;55;56260;Violences sexuelles
21;146;56260;Violences sexuelles
18;120;57463;Violences sexuelles
19;124;57463;Violences sexuelles
20;132;57463;Violences sexuelles
21;192;57463;Violences sexuelles
18;58;59009;Violences sexuelles
19;76;59009;Violences sexuelles
20;76;59009;Violences sexuelles
21;83;59009;Violences sexuelles
18;137;59183;Violences sexuelles
19;161;59183;Violences sexuelles
20;124;59183;Violences sexuelles
21;145;59183;Violences sexuelles
18;390;59350;Violences sexuelles
19;401;59350;Violences sexuelles
20;414;59350;Violences sexuelles
21;460;59350;Violences sexuelles
18;149;59512;Violences sexuelles
19;180;59512;Violences sexuelles
20;157;59512;Violences sexuelles
21;218;59512;Violences sexuelles
18;76;59599;Violences sexuelles
19;100;59599;Violences sexuelles
20;130;59599;Violences sexuelles
21;169;59599;Violences sexuelles
18;66;60057;Violences sexuelles
19;82;60057;Violences sexuelles
20;80;60057;Violences sexuelles
21;115;60057;Violences sexuelles
18;120;62193;Violences sexuelles
19;124;62193;Violences sexuelles
20;126;62193;Violences sexuelles
21;152;62193;Violences sexuelles
18;126;63113;Violences sexuelles
19;157;63113;Violences sexuelles
20;145;63113;Violences sexuelles
21;202;63113;Violences sexuelles
18;76;64445;Violences sexuelles
19;90;64445;Violences sexuelles
20;80;64445;Violences sexuelles
21;133;64445;Violences sexuelles
18;112;66136;Violences sexuelles
19;131;66136;Violences sexuelles
20;127;66136;Violences sexuelles
21;161;66136;Violences sexuelles
18;260;67482;Violences sexuelles
19;275;67482;Violences sexuelles
20;288;67482;Violences sexuelles
21;420;67482;Violences sexuelles
18;61;68066;Violences sexuelles
19;62;68066;Violences sexuelles
20;82;68066;Violences sexuelles
21;85;68066;Violences sexuelles
18;114;68224;Violences sexuelles
19;165;68224;Violences sexuelles
20;178;68224;Violences sexuelles
21;221;68224;Violences sexuelles
18;555;69123;Violences sexuelles
19;612;69123;Violences sexuelles
20;534;69123;Violences sexuelles
21;677;69123;Violences sexuelles
18;46;69259;Violences sexuelles
19;48;69259;Violences sexuelles
20;66;69259;Violences sexuelles
21;68;69259;Violences sexuelles
18;105;69266;Violences sexuelles
19;137;69266;Violences sexuelles
20;131;69266;Violences sexuelles
21;146;69266;Violences sexuelles
18;212;72181;Violences sexuelles
19;219;72181;Violences sexuelles
20;198;72181;Violences sexuelles
21;304;72181;Violences sexuelles
18;56;73065;Violences sexuelles
19;55;73065;Violences sexuelles
20;69;73065;Violences sexuelles
21;111;73065;Violences sexuelles
18;84;74010;Violences sexuelles
19;93;74010;Violences sexuelles
20;112;74010;Violences sexuelles
21;147;74010;Violences sexuelles
18;2844;75056;Violences sexuelles
19;2949;75056;Violences sexuelles
20;2554;75056;Violences sexuelles
21;3559;75056;Violences sexuelles
18;152;76351;Violences sexuelles
19;174;76351;Violences sexuelles
20;241;76351;Violences sexuelles
21;239;76351;Violences sexuelles
18;160;76540;Violences sexuelles
19;182;76540;Violences sexuelles
20;180;76540;Violences sexuelles
21;201;76540;Violences sexuelles
18;19;78586;Violences sexuelles
19;23;78586;Violences sexuelles
20;39;78586;Violences sexuelles
21;39;78586;Violences sexuelles
18;71;78646;Violences sexuelles
19;81;78646;Violences sexuelles
20;75;78646;Violences sexuelles
21;85;78646;Violences sexuelles
18;61;79191;Violences sexuelles
19;60;79191;Violences sexuelles
20;80;79191;Violences sexuelles
21;84;79191;Violences sexuelles
18;175;80021;Violences sexuelles
19;211;80021;Violences sexuelles
20;194;80021;Violences sexuelles
21;237;80021;Violences sexuelles
18;47;82121;Violences sexuelles
19;58;82121;Violences sexuelles
20;81;82121;Violences sexuelles
21;91;82121;Violences sexuelles
18;29;83069;Violences sexuelles
19;29;83069;Violences sexuelles
20;37;83069;Violences sexuelles
21;61;83069;Violences sexuelles
18;54;83126;Violences sexuelles
19;40;83126;Violences sexuelles
20;47;83126;Violences sexuelles
21;63;83126;Violences sexuelles
18;139;83137;Violences sexuelles
19;121;83137;Violences sexuelles
20;135;83137;Violences sexuelles
21;197;83137;Violences sexuelles
18;98;84007;Violences sexuelles
19;118;84007;Violences sexuelles
20;96;84007;Violences sexuelles
21;132;84007;Violences sexuelles
18;105;86194;Violences sexuelles
19;119;86194;Violences sexuelles
20;140;86194;Violences sexuelles
21;172;86194;Violences sexuelles
18;96;87085;Violences sexuelles
19;135;87085;Violences sexuelles
20;107;87085;Violences sexuelles
21;196;87085;Violences sexuelles
18;39;92002;Violences sexuelles
19;47;92002;Violences sexuelles
20;44;92002;Violences sexuelles
21;42;92002;Violences sexuelles
18;70;92004;Violences sexuelles
19;55;92004;Violences sexuelles
20;67;92004;Violences sexuelles
21;81;92004;Violences sexuelles
18;59;92012;Violences sexuelles
19;49;92012;Violences sexuelles
20;67;92012;Violences sexuelles
21;87;92012;Violences sexuelles
18;53;92024;Violences sexuelles
19;62;92024;Violences sexuelles
20;49;92024;Violences sexuelles
21;70;92024;Violences sexuelles
18;41;92025;Violences sexuelles
19;42;92025;Violences sexuelles
20;52;92025;Violences sexuelles
21;74;92025;Violences sexuelles
18;54;92026;Violences sexuelles
19;68;92026;Violences sexuelles
20;60;92026;Violences sexuelles
21;59;92026;Violences sexuelles
18;27;92040;Violences sexuelles
19;34;92040;Violences sexuelles
20;29;92040;Violences sexuelles
21;67;92040;Violences sexuelles
18;37;92044;Violences sexuelles
19;47;92044;Violences sexuelles
20;44;92044;Violences sexuelles
21;58;92044;Violences sexuelles
18;85;92050;Violences sexuelles
19;92;92050;Violences sexuelles
20;118;92050;Violences sexuelles
21;133;92050;Violences sexuelles
18;46;92051;Violences sexuelles
19;43;92051;Violences sexuelles
20;46;92051;Violences sexuelles
21;56;92051;Violences sexuelles
18;48;92063;Violences sexuelles
19;26;92063;Violences sexuelles
20;42;92063;Violences sexuelles
21;51;92063;Violences sexuelles
18;79;93001;Violences sexuelles
19;89;93001;Violences sexuelles
20;111;93001;Violences sexuelles
21;134;93001;Violences sexuelles
18;51;93005;Violences sexuelles
19;72;93005;Violences sexuelles
20;75;93005;Violences sexuelles
21;102;93005;Violences sexuelles
18;42;93029;Violences sexuelles
19;68;93029;Violences sexuelles
20;67;93029;Violences sexuelles
21;78;93029;Violences sexuelles
18;113;93048;Violences sexuelles
19;135;93048;Violences sexuelles
20;116;93048;Violences sexuelles
21;138;93048;Violences sexuelles
18;46;93051;Violences sexuelles
19;65;93051;Violences sexuelles
20;48;93051;Violences sexuelles
21;87;93051;Violences sexuelles
18;165;93066;Violences sexuelles
19;217;93066;Violences sexuelles
20;193;93066;Violences sexuelles
21;226;93066;Violences sexuelles
18;58;94017;Violences sexuelles
19;59;94017;Violences sexuelles
20;72;94017;Violences sexuelles
21;90;94017;Violences sexuelles
18;79;94028;Violences sexuelles
19;96;94028;Violences sexuelles
20;83;94028;Violences sexuelles
21;106;94028;Violences sexuelles
18;29;94033;Violences sexuelles
19;54;94033;Violences sexuelles
20;42;94033;Violences sexuelles
21;53;94033;Violences sexuelles
18;51;94041;Violences sexuelles
19;61;94041;Violences sexuelles
20;73;94041;Violences sexuelles
21;89;94041;Violences sexuelles
18;48;94046;Violences sexuelles
19;28;94046;Violences sexuelles
20;30;94046;Violences sexuelles
21;49;94046;Violences sexuelles
18;48;94068;Violences sexuelles
19;40;94068;Violences sexuelles
20;39;94068;Violences sexuelles
21;65;94068;Violences sexuelles
18;60;94081;Violences sexuelles
19;72;94081;Violences sexuelles
20;75;94081;Violences sexuelles
21;102;94081;Violences sexuelles
18;80;95018;Violences sexuelles
19;89;95018;Violences sexuelles
20;98;95018;Violences sexuelles
21;116;95018;Violences sexuelles
18;62;95127;Violences sexuelles
19;93;95127;Violences sexuelles
20;69;95127;Violences sexuelles
21;94;95127;Violences sexuelles
18;52;95585;Violences sexuelles
19;62;95585;Violences sexuelles
20;60;95585;Violences sexuelles
21;64;95585;Violences sexuelles
18;;2691;Vols avec armes
19;18;2691;Vols avec armes
20;12;2691;Vols avec armes
21;9;2691;Vols avec armes
18;11;6004;Vols avec armes
19;7;6004;Vols avec armes
20;7;6004;Vols avec armes
21;11;6004;Vols avec armes
18;16;6029;Vols avec armes
19;15;6029;Vols avec armes
20;10;6029;Vols avec armes
21;24;6029;Vols avec armes
18;49;6088;Vols avec armes
19;66;6088;Vols avec armes
20;48;6088;Vols avec armes
21;46;6088;Vols avec armes
18;10;10387;Vols avec armes
19;14;10387;Vols avec armes
20;12;10387;Vols avec armes
21;14;10387;Vols avec armes
18;52;13001;Vols avec armes
19;50;13001;Vols avec armes
20;41;13001;Vols avec armes
21;20;13001;Vols avec armes
18;10;13004;Vols avec armes
19;6;13004;Vols avec armes
20;10;13004;Vols avec armes
21;7;13004;Vols avec armes
18;577;13055;Vols avec armes
19;562;13055;Vols avec armes
20;506;13055;Vols avec armes
21;463;13055;Vols avec armes
18;14;14118;Vols avec armes
19;18;14118;Vols avec armes
20;11;14118;Vols avec armes
21;11;14118;Vols avec armes
18;12;17300;Vols avec armes
19;9;17300;Vols avec armes
20;17;17300;Vols avec armes
21;12;17300;Vols avec armes
18;9;18033;Vols avec armes
19;13;18033;Vols avec armes
20;;18033;Vols avec armes
21;;18033;Vols avec armes
18;25;21231;Vols avec armes
19;30;21231;Vols avec armes
20;14;21231;Vols avec armes
21;31;21231;Vols avec armes
18;39;25056;Vols avec armes
19;37;25056;Vols avec armes
20;31;25056;Vols avec armes
21;29;25056;Vols avec armes
18;14;26362;Vols avec armes
19;12;26362;Vols avec armes
20;11;26362;Vols avec armes
21;16;26362;Vols avec armes
18;20;29019;Vols avec armes
19;28;29019;Vols avec armes
20;30;29019;Vols avec armes
21;29;29019;Vols avec armes
18;;29232;Vols avec armes
19;;29232;Vols avec armes
20;;29232;Vols avec armes
21;;29232;Vols avec armes
18;7;2A004;Vols avec armes
19;8;2A004;Vols avec armes
20;;2A004;Vols avec armes
21;;2A004;Vols avec armes
18;27;30189;Vols avec armes
19;30;30189;Vols avec armes
20;19;30189;Vols avec armes
21;18;30189;Vols avec armes
18;121;31555;Vols avec armes
19;123;31555;Vols avec armes
20;128;31555;Vols avec armes
21;123;31555;Vols avec armes
18;60;33063;Vols avec armes
19;53;33063;Vols avec armes
20;100;33063;Vols avec armes
21;95;33063;Vols avec armes
18;9;33281;Vols avec armes
19;7;33281;Vols avec armes
20;7;33281;Vols avec armes
21;10;33281;Vols avec armes
18;0;33318;Vols avec armes
19;9;33318;Vols avec armes
20;6;33318;Vols avec armes
21;7;33318;Vols avec armes
18;18;34032;Vols avec armes
19;14;34032;Vols avec armes
20;15;34032;Vols avec armes
21;7;34032;Vols avec armes
18;129;34172;Vols avec armes
19;108;34172;Vols avec armes
20;148;34172;Vols avec armes
21;97;34172;Vols avec armes
18;52;35238;Vols avec armes
19;50;35238;Vols avec armes
20;64;35238;Vols avec armes
21;55;35238;Vols avec armes
18;30;37261;Vols avec armes
19;32;37261;Vols avec armes
20;33;37261;Vols avec armes
21;42;37261;Vols avec armes
18;77;38185;Vols avec armes
19;79;38185;Vols avec armes
20;80;38185;Vols avec armes
21;92;38185;Vols avec armes
18;33;42218;Vols avec armes
19;26;42218;Vols avec armes
20;25;42218;Vols avec armes
21;35;42218;Vols avec armes
18;130;44109;Vols avec armes
19;135;44109;Vols avec armes
20;107;44109;Vols avec armes
21;122;44109;Vols avec armes
18;0;44184;Vols avec armes
19;0;44184;Vols avec armes
20;0;44184;Vols avec armes
21;10;44184;Vols avec armes
18;22;45234;Vols avec armes
19;19;45234;Vols avec armes
20;16;45234;Vols avec armes
21;18;45234;Vols avec armes
18;14;49007;Vols avec armes
19;26;49007;Vols avec armes
20;20;49007;Vols avec armes
21;10;49007;Vols avec armes
18;0;49099;Vols avec armes
19;0;49099;Vols avec armes
20;0;49099;Vols avec armes
21;8;49099;Vols avec armes
18;24;51454;Vols avec armes
19;38;51454;Vols avec armes
20;17;51454;Vols avec armes
21;24;51454;Vols avec armes
18;20;54395;Vols avec armes
19;13;54395;Vols avec armes
20;13;54395;Vols avec armes
21;8;54395;Vols avec armes
18;10;56121;Vols avec armes
19;9;56121;Vols avec armes
20;0;56121;Vols avec armes
21;0;56121;Vols avec armes
18;0;56260;Vols avec armes
19;0;56260;Vols avec armes
20;0;56260;Vols avec armes
21;0;56260;Vols avec armes
18;17;57463;Vols avec armes
19;14;57463;Vols avec armes
20;16;57463;Vols avec armes
21;8;57463;Vols avec armes
18;17;59009;Vols avec armes
19;11;59009;Vols avec armes
20;9;59009;Vols avec armes
21;9;59009;Vols avec armes
18;12;59183;Vols avec armes
19;14;59183;Vols avec armes
20;8;59183;Vols avec armes
21;9;59183;Vols avec armes
18;125;59350;Vols avec armes
19;133;59350;Vols avec armes
20;100;59350;Vols avec armes
21;91;59350;Vols avec armes
18;37;59512;Vols avec armes
19;24;59512;Vols avec armes
20;17;59512;Vols avec armes
